地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
2337,豆菜桥,豆菜橋,,桥梁,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7831,32.0154,,,,,相传宋时此地为豆菜地，且因附近有座小桥，故称为“豆菜桥”。
1603,薛家巷,薛家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7797,32.0562,,,,,"薛家巷据记载在清朝有屈子祠园。
屈子祠园在薛家巷，(今改为汉口路。)即妙相庵。嘉庆初，金茂才惠元课徒于此，徒不受教，投水死，师亦自沉。——《金陵琐志九种下》"
2595,药局,藥局,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7465,32.0836,,,金陵,,
1779,韩家苑,韓家苑,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7666,32.0323,,,,,
1854,大油坊巷,大油坊巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7836,32.0168,,,小西湖、小油坊巷、堆草巷、箍桶巷、马道街、中华门,,"清代许多乡绅在油坊巷筑园。
及至明清，代有士绅筑园于斯，数百年相沿不废。其时，该地初名德庆巷，后更名曰：油坊巷。——《十里秦淮桥道志》"
1062,景定桥,景定橋,,桥梁,秦淮区建邺路一带,人物姓氏,元代,元代,118.7768,32.0316,,,,,景定桥在行宫西南侧外，跨行宫南壕，同天津桥一样是南北向桥，位于西虹桥之东南、天津桥之西、永宁驿北。旧名清化桥，俗称闪驾桥。景定二年（1261)，马光祖重建，并自书桥榜，后改名景定桥。——《南京城墙志》
1695,豆腐巷,豆腐巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7661,32.0189,,,,,"清代，豆腐巷与瓦匠巷、水巷等相衔
位于夫子庙西牌坊西南，东起来燕桥北，迤西南至长乐路武定桥西堍，长350米。六朝时期，其地为骠骑航西岸，人烟辏辐，初名参佐巷。相传著名才子顾恺之[顾恺之(348-409)，字长康，小字虎头，晋陵无锡（今江苏无锡）人。博学多才，尤善绘画。所绘人物，注重传神，世称“三绝”，现存《女史箴图》，传乃其手迹。]即居于巷西之顾楼街。及至宋元，因辟建嘉瑞桥（即武定桥），易名嘉瑞坊。明清时期，该地由数条小巷即豆腐巷、瓦匠巷、水巷等相衔组成。——《十里秦淮桥道志》"
1613,双龙巷,雙龍巷,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7801,32.0591,,,鼓楼,,"双龙巷与康熙的一些传说有关。
丹凤街双龙巷还有一处被拆卸的老宅，传说是当过康熙奶妈的曹寅之母孙氏的住所。——《名人与南京》"
2076,金银街,金銀街,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7682,32.0587,,,,,
2487,萨家湾,薩家灣,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7517,32.0867,,,,,萨家湾原名“三家湾”，因为路有三个转弯，后因元代时有萨姓居此，遂称萨家湾。——头条问答
1550,邓府巷,鄧府巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7842,32.0444,,,,,"康熙南巡、乾隆下江南都曾路过此地。
敏恪与弟待诏观永仿宋范氏立义庄，以赡族人，自书条教泐石于壁。又有邓府巷，以宁河王邓愈府得名。——《金陵琐志九种下》"
1515,大阳沟,大陽溝,,道路,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.8007,32.0279,,,青溪,,"清末，太平军占领大阳沟居民区。
贼至金陵，毁总督署为伪宫；复占大阳沟一带民房，以扩其址，役夫万馀人，兴筑几一年，穷极侈僭。——《金陵古迹图考》"
1352,卞壶墓,卞壼墓,,陵墓,人物姓氏,"朝天宫大成殿西，南京市博物馆内。

",明代,明代,118.7686,32.0359,,,,,东晋时期名臣卞壶的墓穴。——百度百科
2581,火药局,火藥局,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.746,32.0685,,,金陵,,"火药局是清政府在洋务运动期间建立的近现代工业。
1870年，建立火箭分局；1872年建立制造火药局，同年，提出增加各种设备和扩充制造的计划，其中包括增制火箭与水雷。——《名人与南京》"
1928,四松庵,四松庵,,祠庙,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7584,32.0469,,,,,"四松庵因有“惜阴书院”在此，清代文人常写诗怀念自己的求学时光
《重游四松庵感怀用壁上默溪上人韵寄前游诸君》（节选）
王鹄
八年同叩四松扉，诗龙酒虎醉夕晖。
江山无恙客重到，风雪满天鹤独飞。"
1397,大安德门,大安德門,,城门,愿景,安德门,清朝,清朝,118.7571,31.9946,,,驯象门,,"清代曾遭遇倭寇侵袭，是浴血奋战的战场。
《同治上江两县志》：“新倭自焚其舟，登岸劫掠。自杭州……犯江宁镇，侵南京。倭红衣黄盖率众犯大安德门及夹岗，趋秣陵关，劫溧水、溧阳……然贼才六七十人，经行数千里，杀戮伤残者几四千人，历八十余日，始灭。此嘉靖三十四年九月中事也。”——《南京城墙志》"
1599,韩家巷,韓家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7799,32.0508,,,,,"韩家巷名称来源与韩成有关
朱元璋称帝后，大封功臣，却忘了封韩成。韩成母丧子后，生活无依无靠，对朱元璋非常不满。有一次，她在今长江路东段的一座桥上，遇到了朱元璋的銮驾，便拦在路上，朱元璋很奇怪，传令押来相见。韩母站立桥头，历数韩成鄱阳湖救驾之功，痛斥皇上忘恩负义。朱元璋一听是韩成之母，又见她一身乞丐打扮，立即赔礼道歉。后来，朱元璋追封韩成为高阳侯，还将韩母接进皇宫，盛情款待。直到高阳侯府建成后，才将韩母送回。骂驾桥和韩家巷之名，即由此而来。"
1784,范家塘,範家塘,,道路,山川,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7665,32.0336,,,,,《南朝佛寺志》：禅灵寺，齐永明七年(489)武皇帝之所造。其地当秦淮、运渎之交，有渚，即今之范家塘；有桥，即今之斗门桥。——《十里秦淮道志》
2834,将军巷,將軍巷,,道路,政治军事,依据《1930年代南京市实测新图》定位,近代,近代,118.7877,32.0525,,,,,私立首都女子法政讲习所，所址在杨将军巷，校长为童枕溪，民国十八年三月成立，初名中央女子法政学校，十八年五月立案时，教育部以该所设备与私立专门学校相去太远，且系讲习性质，令改今名。——《新南京》
2512,钟山寺,鐘山寺,,寺观,山川,钟山,清朝,清朝,118.8707,32.0466,,,,,"钟山寺是南京的名刹，自古文人常前来游览留诗。
《摸鱼儿其二并序》
森槐南
翠层层、绿阴阴里，清钟山寺敲暝。
炎凉换了春婆扇，别恨不烦提省。
灯火耿。
甚三昧、禅床幽梦茶烟醒。
无人管领。
这雪藕湖头，采莼堤下，闲却白鸥性。
芙蓉败，不是红颜善病。
为他摇摆无定。
葵能卫足休轻举，此意寄鸿持赠。
衾屡.........."
1598,沈举人巷,沈舉人巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7757,32.0457,,,,,"沈举人巷地名来源跟科举有关
南京地名，种类繁多。一部分地名，明显与科举有关，如贡院街、下江考棚、三元巷、沈举人巷、焦状元巷、朱状元巷、状元境等等。这些地名大都联着一段故事或一段史料，说来饶有意趣。——《南京地名趣话》

"
2218,福兴寺,福興寺,,古迹,愿景,江宁街道新铜社区石山村天竺山麓。,清朝,清朝,118.5568,31.7894,,,,,"作为南京的古刹组成南京的佛教文化。
福兴寺，在秣陵县西南百里塘埔东、银湖北。[当今之铜井镇。]梁大同二年，袁平造。唐初释道融徙于天竺山，去故寺七里。南唐改为塔院，宋名殊胜寺。至咸丰癸丑寺始毁，而唐张从申碑尚存。——《金陵琐志九种下》"
2404,宫后山,宮後山,红土山,山脉,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7713,32.0387,,,朝天宫、冶城,,"宫后山亦名红土山，清代词人陈维崧于红土山送弟并作词。
《减字木兰花广陵旅邸送三弟纬云南归》
陈维崧
佛狸城下，兄弟禅房通夜话。
红土山头，兄往吴陵弟亳州。
"
2284,江西会馆,江西會館,,其他建筑,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7747,32.0291,,,,,"江西会馆远近闻名，建成是为慈禧太后祝寿。
清代，评事街有著名的江西会馆一座，会馆大门外建有一座用瓷砖砌成的花门楼，颇为壮观。会馆的前身是万寿宫，为祝贺慈禧太后寿辰而建。——《南京地名源》"
1723,殷高巷,殷高巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.773,32.0198,,,马巷、磨盘街,,袁枚的随园食单对殷高巷三泉桥酥烧饼有所记载，“金陵卖糕桥烧饼，素著名，然长大而不酥，不足称佳品。三泉楼之烧饼，酥而可口，无一卖饼家可及，远近驰名。该楼仅二三间，左右皆人家，无风景可赏。而人之从远处来此，即为食饼。其味之美，不言可喻已。”——《随园食单》
1549,火瓦巷,火瓦巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7852,32.0358,,,,,"清代时，火瓦巷成巷
火瓦巷，小火瓦巷：传明代此处曾是烧瓦的地方。清代成巷，巷内因有浴室，名堂子巷。后以“火瓦”二字得巷名。小火瓦巷在其侧得名。"
2193,方孝孺墓,方孝孺墓,,陵墓,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7784,32.0054,,,,,方孝孺墓的焚毁、修葺。嘉庆二年(1797)，方孝孺的族人方昂来谒墓时，重修了祠和墓，并由著名的桐城派学者姚鼐作记。咸丰年间，方孝孺的祠、墓俱毁。同治五年（1866)再立碑墓。--《南京地名源》
1739,仙鹤街,仙鶴街,,道路,动植物,仙鹤街位于南京市秦淮区集庆路中段北侧，与升州路连接,清朝,清朝,118.7697,32.0241,,,秦淮、双塘、浮桥,,"相传，其名称源于“仙鹤织锦”的民间传说。
“数折而南为仙鹤街。仙鹤者，凤之佐也。”——《金陵琐志九种上》"
1594,百步坡,百步坡,,山脉,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.767,32.052,,,五台山,,"清代诗人袁枚墓百步坡
袁枚墓原在五台山百步坡上，有石柱一根，题为“清故袁随园先生墓道”。墓前有短碣，上书“袁简斋之墓”等字样，桐城派古文家姚鼐撰墓志。1973年，因兴建五台山体育馆，墓被削平。南京市文管会从中清理出袁枚及其妻妾六个墓葬的遗物共50件。——《名人与南京》"
1566,程阁老巷,程閣老巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7807,32.0365,,,,,"程阁老巷因明末东阁大学士程国祥家居此巷而得名
程阁老巷，因明末东阁大学士程国祥家居此巷而得名。《钟南淮北区域志》称：“程阁老巷，明崇祯时东阁大学士国祥与奸相温体仁忤，罢归居此。”——《南京地名源》"
